org_name,Year,Month,Recetpts,Disposals
Government of Tripura,2017,12,44,3
Government of Tripura,2018,1,46,6
Government of Tripura,2018,2,44,10
Government of Tripura,2018,3,71,67
Government of Tripura,2018,4,97,127
Government of Tripura,2018,5,97,185
Government of Tripura,2018,6,82,339
Government of Tripura,2018,7,77,262
Government of Tripura,2018,8,67,104
Government of Tripura,2018,9,43,71
Government of Tripura,2018,10,60,26
Government of Tripura,2018,11,48,37
Government of Tripura,2018,12,65,39
Government of Tripura,2019,1,91,84
Government of Tripura,2019,2,59,110
Government of Tripura,2019,3,68,92
Government of Tripura,2019,4,60,54
Government of Tripura,2019,5,78,94
Government of Tripura,2019,6,83,64
Government of Tripura,2019,7,84,137
Government of Tripura,2019,8,73,85
Government of Tripura,2019,9,97,87
Government of Tripura,2019,10,96,146
Government of Tripura,2019,11,3,9
Government of Union Territory of Chandigarh,2016,4,79,1
Government of Union Territory of Chandigarh,2016,5,107,2
Government of Union Territory of Chandigarh,2016,6,124,2
Government of Union Territory of Chandigarh,2016,7,114,1
Government of Union Territory of Chandigarh,2016,8,117,3
Government of Union Territory of Chandigarh,2016,9,105,8
Government of Union Territory of Chandigarh,2016,10,121,2
Government of Union Territory of Chandigarh,2016,11,84,2
Government of Union Territory of Chandigarh,2016,12,137,2
Government of Union Territory of Chandigarh,2017,1,106,12
Government of Union Territory of Chandigarh,2017,2,134,41
Government of Union Territory of Chandigarh,2017,3,166,79
Government of Union Territory of Chandigarh,2017,4,208,1608
Government of Union Territory of Chandigarh,2017,5,268,276
Government of Union Territory of Chandigarh,2017,6,193,201
Government of Union Territory of Chandigarh,2017,7,280,273
Government of Union Territory of Chandigarh,2017,8,234,226
Government of Union Territory of Chandigarh,2017,9,279,258
Government of Union Territory of Chandigarh,2017,10,188,192
Government of Union Territory of Chandigarh,2017,11,197,186
Government of Union Territory of Chandigarh,2017,12,247,228
Government of Union Territory of Chandigarh,2018,1,251,238
Government of Union Territory of Chandigarh,2018,2,165,172
Government of Union Territory of Chandigarh,2018,3,211,225
Government of Union Territory of Chandigarh,2018,4,234,231
Government of Union Territory of Chandigarh,2018,5,279,244
Government of Union Territory of Chandigarh,2018,6,197,224
Government of Union Territory of Chandigarh,2018,7,243,227
Government of Union Territory of Chandigarh,2018,8,197,188
Government of Union Territory of Chandigarh,2018,9,311,313
Government of Union Territory of Chandigarh,2018,10,232,231
Government of Union Territory of Chandigarh,2018,11,197,196
Government of Union Territory of Chandigarh,2018,12,337,332
Government of Union Territory of Chandigarh,2019,1,207,201
Government of Union Territory of Chandigarh,2019,2,215,228
Government of Union Territory of Chandigarh,2019,3,263,275
Government of Union Territory of Chandigarh,2019,4,230,178
Government of Union Territory of Chandigarh,2019,5,241,191
Government of Union Territory of Chandigarh,2019,6,308,232
Government of Union Territory of Chandigarh,2019,7,356,381
Government of Union Territory of Chandigarh,2019,8,331,257
Government of Union Territory of Chandigarh,2019,9,344,298
Government of Union Territory of Chandigarh,2019,10,295,392
Government of Union Territory of Dadra & Nagar Haveli,2016,1,18,1
Government of Union Territory of Dadra & Nagar Haveli,2016,2,25,1
Government of Union Territory of Dadra & Nagar Haveli,2016,12,35,1
Government of Union Territory of Dadra & Nagar Haveli,2017,3,24,2
Government of Union Territory of Dadra & Nagar Haveli,2017,5,15,1
Government of Union Territory of Dadra & Nagar Haveli,2017,6,26,7
Government of Union Territory of Dadra & Nagar Haveli,2017,7,18,1
Government of Union Territory of Dadra & Nagar Haveli,2017,8,20,337
Government of Union Territory of Dadra & Nagar Haveli,2017,9,23,25
Government of Union Territory of Dadra & Nagar Haveli,2017,10,14,7
Government of Union Territory of Dadra & Nagar Haveli,2017,11,13,62
Government of Union Territory of Dadra & Nagar Haveli,2017,12,14,12
Government of Union Territory of Dadra & Nagar Haveli,2018,1,23,31
Government of Union Territory of Dadra & Nagar Haveli,2018,2,9,7
Government of Union Territory of Dadra & Nagar Haveli,2018,3,15,9
Government of Union Territory of Dadra & Nagar Haveli,2018,4,17,9
Government of Union Territory of Dadra & Nagar Haveli,2018,5,31,27
Government of Union Territory of Dadra & Nagar Haveli,2018,6,13,19
Government of Union Territory of Dadra & Nagar Haveli,2018,7,20,23
Government of Union Territory of Dadra & Nagar Haveli,2018,8,12,4
Government of Union Territory of Dadra & Nagar Haveli,2018,9,12,8
Government of Union Territory of Dadra & Nagar Haveli,2018,10,19,23
Government of Union Territory of Dadra & Nagar Haveli,2018,11,7,14
Government of Union Territory of Dadra & Nagar Haveli,2018,12,9,4
Government of Union Territory of Dadra & Nagar Haveli,2019,1,19,22
Government of Union Territory of Dadra & Nagar Haveli,2019,2,12,14
Government of Union Territory of Dadra & Nagar Haveli,2019,3,10,5
Government of Union Territory of Dadra & Nagar Haveli,2019,4,8,6
Government of Union Territory of Dadra & Nagar Haveli,2019,5,11,17
Government of Union Territory of Dadra & Nagar Haveli,2019,6,19,7
Government of Union Territory of Dadra & Nagar Haveli,2019,7,17,39
Government of Union Territory of Dadra & Nagar Haveli,2019,8,22,13
Government of Union Territory of Dadra & Nagar Haveli,2019,9,23,19
Government of Union Territory of Dadra & Nagar Haveli,2019,10,191,12
Government of Union Territory of Daman & Diu,2016,5,9,1
Government of Union Territory of Daman & Diu,2016,12,26,1
Government of Union Territory of Daman & Diu,2017,3,16,1
Government of Union Territory of Daman & Diu,2017,6,12,1
Government of Union Territory of Daman & Diu,2017,7,10,33
Government of Union Territory of Daman & Diu,2017,8,16,85
Government of Union Territory of Daman & Diu,2017,9,16,111
Government of Union Territory of Daman & Diu,2017,10,23,14
Government of Union Territory of Daman & Diu,2017,11,14,80
Government of Union Territory of Daman & Diu,2017,12,17,13
Government of Union Territory of Daman & Diu,2018,1,13,18
Government of Union Territory of Daman & Diu,2018,2,15,17
Government of Union Territory of Daman & Diu,2018,3,24,5
Government of Union Territory of Daman & Diu,2018,4,12,25
Government of Union Territory of Daman & Diu,2018,5,31,11
Government of Union Territory of Daman & Diu,2018,6,18,19
Government of Union Territory of Daman & Diu,2018,7,20,29
Government of Union Territory of Daman & Diu,2018,8,14,15
Government of Union Territory of Daman & Diu,2018,9,16,12
Government of Union Territory of Daman & Diu,2018,10,19,18
Government of Union Territory of Daman & Diu,2018,11,16,16
Government of Union Territory of Daman & Diu,2018,12,27,14
Government of Union Territory of Daman & Diu,2019,1,34,58
Government of Union Territory of Daman & Diu,2019,2,20,6
Government of Union Territory of Daman & Diu,2019,3,18,17
Government of Union Territory of Daman & Diu,2019,4,11,18
Government of Union Territory of Daman & Diu,2019,5,8,18
Government of Union Territory of Daman & Diu,2019,6,14,12
Government of Union Territory of Daman & Diu,2019,7,10,14
Government of Union Territory of Daman & Diu,2019,8,23,17
Government of Union Territory of Daman & Diu,2019,9,27,23
Government of Union Territory of Daman & Diu,2019,10,40,44
Government of Union Territory of Daman & Diu,2019,11,1,1
Government of Union Territory of Lakshadweep,2016,5,3,1
Government of Union Territory of Lakshadweep,2016,6,6,3
Government of Union Territory of Lakshadweep,2016,7,11,4
Government of Union Territory of Lakshadweep,2016,8,8,11
Government of Union Territory of Lakshadweep,2016,10,17,16
Government of Union Territory of Lakshadweep,2016,11,12,17
Government of Union Territory of Lakshadweep,2016,12,11,10
Government of Union Territory of Lakshadweep,2017,1,10,7
Government of Union Territory of Lakshadweep,2017,3,14,7
Government of Union Territory of Lakshadweep,2017,4,10,8
Government of Union Territory of Lakshadweep,2017,5,9,6
Government of Union Territory of Lakshadweep,2017,6,4,8
Government of Union Territory of Lakshadweep,2017,7,4,7
Government of Union Territory of Lakshadweep,2017,8,4,10
Government of Union Territory of Lakshadweep,2017,9,7,17
Government of Union Territory of Lakshadweep,2017,10,2,12
Government of Union Territory of Lakshadweep,2017,11,8,3
Government of Union Territory of Lakshadweep,2017,12,9,4
Government of Union Territory of Lakshadweep,2018,1,7,4
Government of Union Territory of Lakshadweep,2018,2,11,18
Government of Union Territory of Lakshadweep,2018,3,7,15
Government of Union Territory of Lakshadweep,2018,4,8,7
Government of Union Territory of Lakshadweep,2018,5,5,13
Government of Union Territory of Lakshadweep,2018,6,6,3
Government of Union Territory of Lakshadweep,2018,7,3,2
Government of Union Territory of Lakshadweep,2018,8,5,4
Government of Union Territory of Lakshadweep,2018,9,4,6
Government of Union Territory of Lakshadweep,2018,10,7,7
Government of Union Territory of Lakshadweep,2018,11,6,2
Government of Union Territory of Lakshadweep,2018,12,4,1
Government of Union Territory of Lakshadweep,2019,1,5,9
Government of Union Territory of Lakshadweep,2019,2,5,1
Government of Union Territory of Lakshadweep,2019,4,4,5
Government of Union Territory of Lakshadweep,2019,6,6,19
Government of Union Territory of Lakshadweep,2019,7,8,12
Government of Union Territory of Lakshadweep,2019,8,6,10
Government of Union Territory of Lakshadweep,2019,9,15,4
Government of Union Territory of Lakshadweep,2019,10,1,6
Government of Uttar Pradesh,2016,1,3559,6
Government of Uttar Pradesh,2016,2,4255,4
Government of Uttar Pradesh,2016,3,5008,8
Government of Uttar Pradesh,2016,4,4969,16
Government of Uttar Pradesh,2016,5,5877,90
Government of Uttar Pradesh,2016,6,7178,532
Government of Uttar Pradesh,2016,7,5886,3568
Government of Uttar Pradesh,2016,8,7120,6492
Government of Uttar Pradesh,2016,9,7483,4011
Government of Uttar Pradesh,2016,10,6498,7647
Government of Uttar Pradesh,2016,11,5358,8429
Government of Uttar Pradesh,2016,12,8993,6617
Government of Uttar Pradesh,2017,1,7985,4034
Government of Uttar Pradesh,2017,2,7200,4166
Government of Uttar Pradesh,2017,3,9842,9285
Government of Uttar Pradesh,2017,4,13892,7071
Government of Uttar Pradesh,2017,5,12488,11442
Government of Uttar Pradesh,2017,6,10815,13250
Government of Uttar Pradesh,2017,7,9678,19167
Government of Uttar Pradesh,2017,8,11257,12166
Government of Uttar Pradesh,2017,9,10810,11474
Government of Uttar Pradesh,2017,10,9308,11487
Government of Uttar Pradesh,2017,11,9443,12234
Government of Uttar Pradesh,2017,12,9394,12745
Government of Uttar Pradesh,2018,1,9960,12408
Government of Uttar Pradesh,2018,2,9199,8704
Government of Uttar Pradesh,2018,3,9944,7728
Government of Uttar Pradesh,2018,4,10386,6425
Government of Uttar Pradesh,2018,5,12142,6620
Government of Uttar Pradesh,2018,6,11045,7401
Government of Uttar Pradesh,2018,7,13228,12030
Government of Uttar Pradesh,2018,8,11473,16225
Government of Uttar Pradesh,2018,9,12664,16022
Government of Uttar Pradesh,2018,10,13519,10874
Government of Uttar Pradesh,2018,11,9920,4883
Government of Uttar Pradesh,2018,12,11570,11780
Government of Uttar Pradesh,2019,1,14141,11752
Government of Uttar Pradesh,2019,2,14406,15444
Government of Uttar Pradesh,2019,3,12839,11849
Government of Uttar Pradesh,2019,4,10969,14301
Government of Uttar Pradesh,2019,5,11047,19392
Government of Uttar Pradesh,2019,6,20351,17481
Government of Uttar Pradesh,2019,7,24977,25005
Government of Uttar Pradesh,2019,8,19625,19579
Government of Uttar Pradesh,2019,9,24081,18555
Government of Uttar Pradesh,2019,10,20608,296
Government of Uttar Pradesh,2019,11,724,5
Government of Uttarakhand,2016,1,327,3
Government of Uttarakhand,2016,2,351,3
Government of Uttarakhand,2016,3,381,2
Government of Uttarakhand,2016,5,502,1
Government of Uttarakhand,2016,6,534,1
Government of Uttarakhand,2016,8,620,2
Government of Uttarakhand,2016,9,560,6
Government of Uttarakhand,2016,10,524,3
Government of Uttarakhand,2016,11,438,2
Government of Uttarakhand,2016,12,677,6
Government of Uttarakhand,2017,1,709,16
Government of Uttarakhand,2017,2,597,4
Government of Uttarakhand,2017,3,792,32
Government of Uttarakhand,2017,4,1274,29
Government of Uttarakhand,2017,5,1238,37
Government of Uttarakhand,2017,6,819,20
Government of Uttarakhand,2017,7,820,100
Government of Uttarakhand,2017,8,944,107
Government of Uttarakhand,2017,9,920,198
Government of Uttarakhand,2017,10,780,208
Government of Uttarakhand,2017,11,769,125
Government of Uttarakhand,2017,12,683,59
Government of Uttarakhand,2018,1,884,68
Government of Uttarakhand,2018,2,954,61
Government of Uttarakhand,2018,3,856,42
Government of Uttarakhand,2018,4,788,68
Government of Uttarakhand,2018,5,1057,90
Government of Uttarakhand,2018,6,1086,72
Government of Uttarakhand,2018,7,1080,120
Government of Uttarakhand,2018,8,959,123
Government of Uttarakhand,2018,9,949,67
Government of Uttarakhand,2018,10,1054,47
Government of Uttarakhand,2018,11,653,59
Government of Uttarakhand,2018,12,743,62
Government of Uttarakhand,2019,1,883,81
Government of Uttarakhand,2019,2,1054,967
Government of Uttarakhand,2019,3,937,70
Government of Uttarakhand,2019,4,587,39
Government of Uttarakhand,2019,5,629,39
Government of Uttarakhand,2019,6,1411,33
Government of Uttarakhand,2019,7,1418,67
Government of Uttarakhand,2019,8,1227,41
Government of Uttarakhand,2019,9,1461,61
Government of Uttarakhand,2019,10,1106,51
Government of West Bengal,2016,1,430,1
Government of West Bengal,2016,2,453,1
Government of West Bengal,2016,3,503,2
Government of West Bengal,2016,4,437,4
Government of West Bengal,2016,5,458,1
Government of West Bengal,2016,6,649,2
Government of West Bengal,2016,7,640,4
Government of West Bengal,2016,8,822,3
Government of West Bengal,2016,9,802,5
Government of West Bengal,2016,10,592,3
Government of West Bengal,2016,11,708,1
Government of West Bengal,2016,12,1027,3
Government of West Bengal,2017,1,716,2
Government of West Bengal,2017,2,816,2
Government of West Bengal,2017,3,917,1
Government of West Bengal,2017,4,918,2
Government of West Bengal,2017,5,1140,1
Government of West Bengal,2017,6,978,5
Government of West Bengal,2017,7,1038,8
Government of West Bengal,2017,8,1101,3
Government of West Bengal,2017,9,720,3
Government of West Bengal,2017,10,647,2
Government of West Bengal,2017,11,785,4
Government of West Bengal,2017,12,555,3
Government of West Bengal,2018,1,581,3
Government of West Bengal,2018,2,609,1
Government of West Bengal,2018,3,558,2
Government of West Bengal,2018,4,666,5
Government of West Bengal,2018,5,991,48
Government of West Bengal,2018,6,1058,49
Government of West Bengal,2018,7,950,77
Government of West Bengal,2018,8,806,81
Government of West Bengal,2018,9,809,61
Government of West Bengal,2018,10,730,36
Government of West Bengal,2018,11,614,43
Government of West Bengal,2018,12,845,38
Government of West Bengal,2019,1,924,46
Government of West Bengal,2019,2,1045,1626
Government of West Bengal,2019,3,1367,38
Government of West Bengal,2019,4,952,47
Government of West Bengal,2019,5,823,49
Government of West Bengal,2019,6,1569,61
Government of West Bengal,2019,7,2073,59
Government of West Bengal,2019,8,1418,36
Government of West Bengal,2019,9,1858,70
Government of West Bengal,2019,10,1416,62
Investment Grievance Redress Cell,2016,10,15,1
Legislative Department,2016,1,39,11
Legislative Department,2016,2,42,28
Legislative Department,2016,3,56,50
Legislative Department,2016,4,39,41
Legislative Department,2016,5,34,21
Legislative Department,2016,6,30,27
Legislative Department,2016,7,49,29
Legislative Department,2016,8,48,34
